game,winner,game_length,peak_setup_p0,peak_setup_p1,ko_count_p0,ko_count_p1,p0_meganium_active_events,p1_meganium_active_events,p0_meganium_failure_reason,p1_meganium_failure_reason,p0_turn_chikorita_or_applin_played,p0_turn_any_evolution,p0_turn_meganium_in_play,p0_turn_meganium_benched,p0_turn_hydrapple_attack_ready,p0_turn_ogerpon_attack_ready,p0_turn_any_attacker_ready,p0_turn_full_target_state,p1_turn_chikorita_or_applin_played,p1_turn_any_evolution,p1_turn_meganium_in_play,p1_turn_meganium_benched,p1_turn_hydrapple_attack_ready,p1_turn_ogerpon_attack_ready,p1_turn_any_attacker_ready,p1_turn_full_target_state,p0_regressed_chikorita_or_applin_played,p0_regressed_any_evolution,p0_regressed_meganium_in_play,p0_regressed_meganium_benched,p0_regressed_hydrapple_attack_ready,p0_regressed_ogerpon_attack_ready,p0_regressed_any_attacker_ready,p0_regressed_full_target_state,p1_regressed_chikorita_or_applin_played,p1_regressed_any_evolution,p1_regressed_meganium_in_play,p1_regressed_meganium_benched,p1_regressed_hydrapple_attack_ready,p1_regressed_ogerpon_attack_ready,p1_regressed_any_attacker_ready,p1_regressed_full_target_state
114,0,13,498,166,5,8,,,,played_then_ko_before_meganium,3,3,3,3,7,11,7,9,2,4,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
115,0,9,629,543,4,7,,,,,1,3,5,5,9,3,3,5,1,4,8,8,,8,8,8,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True
116,0,5,592,70,2,1,,,,drawn_never_played,1,3,5,5,,3,3,5,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
117,1,10,481,592,6,5,,,,,1,7,3,3,7,3,3,3,2,4,4,4,8,6,6,4,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True
118,1,6,180,631,4,2,5:forced_or_chosen_switch,,,,1,3,3,3,,,,,2,4,4,4,,4,4,4,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False
119,0,15,199,332,3,7,,12:forced_or_chosen_switch;14:forced_or_chosen_switch,drawn_never_played,,1,3,,,9,,9,,2,4,6,6,,,,10,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,True
120,0,13,446,122,2,5,,,,played_then_ko_before_meganium,1,7,7,7,,7,7,7,1,4,,,,,,,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
121,0,15,597,176,3,6,,,,played_then_ko_before_meganium,1,3,3,3,9,3,3,3,2,4,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
122,0,13,625,135,4,3,,,,drawn_never_played,1,3,3,3,9,5,5,3,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
123,1,12,151,663,4,5,,,drawn_never_played,,,,,,,,,,2,4,6,6,,6,6,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
124,0,11,266,136,2,3,,,played_stuck_never_evolved,drawn_never_played,11,11,,,,3,3,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
125,0,11,625,184,4,3,,,,drawn_never_played,1,7,11,11,11,5,5,11,,,,,,4,4,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
126,0,15,184,248,4,6,,,played_then_ko_before_meganium,played_stuck_never_evolved,1,11,,,,5,5,,2,4,,,8,4,4,,False,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False
127,1,14,222,248,6,3,,,drawn_never_played,played_stuck_never_evolved,1,13,,,13,9,9,,8,8,,,10,8,8,,True,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False
128,0,15,580,493,4,7,,,,,1,13,3,3,13,9,9,10,1,4,14,14,4,14,4,14,True,True,False,False,False,True,False,True,True,True,False,False,True,True,True,True
129,0,15,659,369,4,6,,12:forced_or_chosen_switch,,,1,3,3,3,7,9,7,3,4,8,8,8,,8,8,10,True,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True
130,0,11,703,384,6,6,,7:unknown,,,1,7,7,7,7,3,3,7,2,4,4,4,,4,4,4,True,True,False,False,False,True,True,False,True,True,True,True,False,True,True,True
131,0,11,509,45,2,3,,,,played_then_ko_before_meganium,1,3,9,9,,5,5,9,4,,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
132,1,10,152,261,5,4,,,drawn_never_played,played_then_ko_before_meganium,1,3,,,7,,7,,1,4,,,,4,4,,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
133,1,18,143,523,5,4,,4:evolve_active_empty_bench,played_then_ko_before_meganium,,1,15,,,,,,,1,4,4,6,,14,14,14,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
134,0,7,701,90,4,3,,,,drawn_never_played,3,5,5,5,7,3,3,5,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
135,0,11,624,146,5,4,,,,drawn_never_played,1,3,3,3,11,3,3,7,2,4,,,,,,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
136,0,11,619,481,6,7,,,,,1,7,7,7,7,7,7,7,1,6,8,8,,4,4,8,True,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True
137,0,9,601,73,4,3,,,,played_then_ko_before_meganium,3,3,3,3,,3,3,3,1,,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
138,0,13,523,513,7,7,,,,,1,5,5,5,13,7,7,10,1,6,10,10,,10,10,10,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True
139,1,10,189,292,3,4,,,played_stuck_never_evolved,played_then_ko_before_meganium,1,,,,,5,5,,1,4,,,,4,4,,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False
140,0,3,261,116,1,1,,,played_then_ko_before_meganium,drawn_never_played,1,3,,,,3,3,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
141,1,14,265,251,5,4,,,played_stuck_never_evolved,played_then_ko_before_meganium,3,7,,,9,5,5,,1,4,,,,4,4,,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False
142,1,12,505,459,7,7,,,,,1,3,5,5,7,7,7,5,1,4,4,4,4,12,4,4,True,True,False,False,True,True,True,True,True,True,False,False,True,False,True,True
143,1,8,190,567,5,6,,,drawn_never_played,,1,7,,,,3,3,,2,4,4,4,,4,4,4,True,True,False,False,False,True,True,False,False,True,False,False,False,True,True,True
144,1,10,521,552,9,6,,,,,3,5,5,5,7,5,5,5,4,4,4,4,,4,4,4,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True
145,0,11,525,544,4,5,,10:forced_or_chosen_switch,,,5,11,11,11,,3,3,11,1,4,6,6,,4,4,6,False,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True
146,0,3,247,78,2,1,,,,never_drawn,3,3,3,3,,,,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,0,25,476,168,3,6,,20:evolve_active_with_bench_available,,,5,5,5,5,,25,25,25,14,20,20,,,,,,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False
148,0,11,231,197,1,5,,,drawn_never_played,played_then_ko_before_meganium,3,,,,,3,3,,2,6,,,,4,4,,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
149,0,13,579,377,6,5,,10:evolve_active_with_bench_available,,,3,7,7,7,7,7,7,7,1,,10,10,,,,10,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
150,1,10,503,681,8,5,,,,,1,7,5,5,,5,5,5,1,4,4,4,,4,4,6,True,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False
151,1,10,374,584,6,4,,6:evolve_active_with_bench_available,,,1,5,3,3,7,,7,3,1,4,6,6,,6,6,6,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False
152,0,15,560,387,5,7,9:forced_or_chosen_switch,9:unknown,,,5,5,5,5,15,5,5,5,2,4,6,6,6,,6,6,True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,True
153,1,12,460,478,9,3,11:forced_or_chosen_switch,,,,1,3,5,5,7,3,3,7,2,,4,4,,4,4,4,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,True
154,0,9,681,143,2,4,,,,drawn_never_played,1,7,7,7,,3,3,7,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,0,9,485,196,3,6,8:unknown,,,drawn_never_played,3,3,3,3,,3,3,3,2,8,,,8,4,4,,True,True,False,True,False,True,True,True,True,True,False,False,True,True,True,False
156,0,3,431,66,2,1,,,,drawn_never_played,3,3,3,3,,3,3,3,1,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
157,0,11,553,441,6,10,,8:evolve_active_with_bench_available,,,1,3,3,3,9,5,5,3,2,6,8,10,10,6,6,10,True,True,False,False,False,True,True,True,True,True,True,False,False,True,True,True
158,0,13,517,513,6,7,9:forced_or_chosen_switch;11:forced_or_chosen_switch,6:evolve_active_with_bench_available,,,1,3,3,3,,3,3,3,1,6,6,7,,8,8,7,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,True
159,0,13,656,448,7,8,,,,,1,5,5,5,7,3,3,5,1,4,8,8,,10,10,10,True,True,False,False,True,True,False,True,True,True,False,False,False,True,True,True
160,0,11,567,159,3,5,,,,played_then_ko_before_meganium,1,9,5,5,,5,5,5,4,10,,,,4,4,,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
161,1,10,394,661,7,6,,5:unknown,,,1,3,7,7,7,,7,9,4,4,4,4,,6,6,5,True,True,False,False,True,False,True,True,True,True,False,True,False,False,False,True
162,1,22,369,752,8,6,9:forced_or_chosen_switch;15:evolve_active_with_bench_available;17:forced_or_chosen_switch,10:evolve_active_with_bench_available,,,1,15,7,7,,7,7,7,1,4,6,6,8,4,4,6,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True
163,1,10,238,678,5,5,4:unknown;9:forced_or_chosen_switch,,,,1,3,3,3,,,,,1,4,6,6,,6,6,6,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False
164,0,11,431,345,1,6,8:unknown,7:unknown,,,1,,5,5,,3,3,5,2,4,4,4,,,,4,True,False,False,True,False,False,False,True,True,True,True,True,False,False,False,True
165,1,12,523,584,10,7,8:unknown,,,,1,3,7,7,9,5,5,7,2,4,4,4,6,4,4,4,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True
166,1,12,414,621,5,6,11:forced_or_chosen_switch,,,,1,3,3,3,,9,9,5,2,8,10,10,,4,4,10,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False
167,0,15,804,153,4,4,,,,played_stuck_never_evolved,5,7,11,11,9,7,7,11,6,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
168,0,11,661,138,3,4,,,,drawn_never_played,1,3,3,3,11,5,5,3,2,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
169,1,16,200,562,6,6,7:forced_or_chosen_switch;13:forced_or_chosen_switch;15:forced_or_chosen_switch,,,,1,3,5,5,,,,,1,6,16,16,,8,8,16,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
170,1,4,111,273,1,1,,,drawn_never_played,played_then_ko_before_meganium,,,,,,,,,2,4,,,,4,4,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
171,0,5,369,127,3,1,,,,drawn_never_played,1,3,3,3,,5,5,5,,,,,,4,4,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
172,1,4,157,369,1,3,,,drawn_never_played,,,,,,,3,3,,1,4,4,4,,4,4,4,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False
173,1,12,503,510,7,8,,,,,1,3,5,5,7,9,7,7,1,4,4,4,12,6,6,8,True,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True
174,0,13,481,327,6,7,,,,played_then_ko_before_meganium,3,9,9,9,,5,5,11,1,4,,,,8,8,,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,False
175,0,9,691,387,4,6,,8:forced_or_chosen_switch;9:unknown,,,1,3,3,3,7,3,3,3,6,6,6,6,,,,8,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,True
176,0,11,535,158,2,5,,,,played_then_ko_before_meganium,1,3,5,5,,5,5,5,1,6,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
177,0,19,580,614,6,8,9:forced_or_chosen_switch,,,,1,5,5,5,13,15,13,5,6,8,16,16,,14,14,16,True,True,False,True,True,False,False,True,True,True,False,False,False,True,True,True
178,1,10,89,550,3,2,,,drawn_never_played,,1,,,,,,,,4,6,8,8,,6,6,8,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
179,0,19,592,134,4,4,,,,never_drawn,5,7,19,19,9,19,9,19,1,,,,,16,16,,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
180,1,12,394,225,8,0,9:forced_or_chosen_switch;12:unknown,,,drawn_never_played,1,5,5,5,9,,9,11,,,,,,4,4,,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False
181,0,15,708,153,5,4,,,,drawn_never_played,1,9,9,9,15,3,3,9,1,,,,,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
182,0,17,440,286,8,8,7:evolve_active_with_bench_available;17:forced_or_chosen_switch,,,played_then_ko_before_meganium,3,5,7,9,9,17,9,9,1,6,,,8,16,8,,True,True,False,True,True,False,True,True,True,True,False,False,True,True,True,False
183,0,15,728,204,4,7,,10:forced_or_chosen_switch;14:forced_or_chosen_switch,,,1,7,7,7,7,9,7,7,1,4,4,4,,,,,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False
184,1,24,542,560,7,6,21:forced_or_chosen_switch;23:forced_or_chosen_switch,,,,19,19,19,19,23,13,13,19,2,6,8,8,,20,20,20,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False
185,0,3,167,40,0,1,,,drawn_never_played,drawn_never_played,1,,,,,3,3,,1,,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
186,1,12,90,639,4,3,3:evolve_active_with_bench_available,4:evolve_active_with_bench_available;5:unknown,,,1,,3,,,,,,1,4,4,4,10,8,8,6,True,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
187,0,15,559,468,6,5,,,,,1,7,15,15,,11,11,15,2,4,4,4,,6,6,4,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True
188,1,12,369,560,5,8,3:evolve_active_empty_bench;7:forced_or_chosen_switch;9:forced_or_chosen_switch;10:unknown,6:evolve_active_with_bench_available,,,1,,3,3,,9,9,9,1,4,6,8,6,10,6,10,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,True
189,0,15,624,251,4,3,,,,drawn_never_played,5,5,5,5,,5,5,5,4,,,,,4,4,,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
190,1,14,290,737,8,2,7:evolve_active_with_bench_available;11:forced_or_chosen_switch,,,,5,7,7,9,,,,9,2,12,8,8,,4,4,8,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False
191,1,12,417,757,8,3,,6:evolve_active_with_bench_available;11:unknown,,,1,5,7,7,9,5,5,8,1,4,6,6,,6,6,6,True,True,False,False,True,True,True,True,True,True,False,True,False,False,False,True
192,0,3,446,35,2,1,,,,played_then_ko_before_meganium,1,3,3,3,,3,3,3,1,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
193,0,17,619,510,8,8,,,,,3,7,7,7,7,13,7,7,1,4,12,12,,10,10,12,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True
194,1,14,469,638,9,4,13:forced_or_chosen_switch,,,,1,3,11,11,13,3,3,13,2,4,6,6,,4,4,10,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False
195,0,17,658,551,7,10,11:forced_or_chosen_switch;13:forced_or_chosen_switch;15:forced_or_chosen_switch,,,,1,11,7,7,15,3,3,7,1,4,16,16,,10,10,,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False
196,1,30,444,600,7,5,25:forced_or_chosen_switch;27:forced_or_chosen_switch,,,,1,11,11,11,29,,29,29,1,20,26,26,26,22,22,26,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False
197,1,10,434,526,6,8,,,,,3,7,5,5,,3,3,5,1,4,8,8,10,4,4,8,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True
198,1,12,174,602,3,3,,,drawn_never_played,,1,,,,,3,3,,1,4,10,10,,4,4,10,False,False,False,False,False,True,True,False,True,True,False,False,False,True,True,False
199,1,18,312,619,8,4,7:evolve_active_with_bench_available;9:forced_or_chosen_switch,,,,5,7,7,7,15,,15,7,2,4,10,10,,12,12,11,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False
200,0,11,525,151,1,4,,,,played_stuck_never_evolved,3,,7,7,,7,7,7,2,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
201,1,12,369,643,8,4,12:unknown,,,,1,7,11,11,9,11,9,11,6,8,10,10,,4,4,10,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,True
202,1,12,300,574,6,2,7:evolve_active_with_bench_available;9:forced_or_chosen_switch;11:forced_or_chosen_switch,,,,3,7,7,7,,,,7,2,4,4,4,,4,4,8,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False
203,1,20,133,705,7,3,17:evolve_active_with_bench_available,,,,1,,17,,,,,,6,6,12,12,,8,8,12,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
204,0,9,552,490,3,7,,5:unknown,,,3,5,5,5,,5,5,5,2,4,4,4,,4,4,4,True,True,False,False,False,False,False,False,True,True,False,True,False,True,True,True
205,1,16,379,646,7,6,7:forced_or_chosen_switch;9:forced_or_chosen_switch;13:forced_or_chosen_switch;15:forced_or_chosen_switch,,,,1,3,3,3,,5,5,3,1,4,8,8,,4,4,8,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,True
206,0,19,606,154,4,4,,,,drawn_never_played,1,5,7,7,15,17,15,15,2,,,,,16,16,,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
207,0,25,602,419,6,7,,,,,1,9,3,3,13,23,13,3,6,8,8,8,18,24,18,17,True,True,False,False,True,False,False,True,True,True,False,False,True,True,True,True
208,0,13,614,322,4,5,,4:evolve_active_with_bench_available;13:unknown,,,3,9,9,9,13,5,5,9,1,,4,4,,,,4,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True
209,0,15,681,469,9,11,,,,,1,5,5,5,9,9,9,9,1,6,14,14,14,10,10,14,True,True,False,False,True,False,False,True,True,True,False,False,True,True,True,True
210,1,14,404,589,8,5,13:forced_or_chosen_switch,10:evolve_active_with_bench_available,,,1,5,5,5,13,11,11,5,1,8,10,10,,4,4,10,True,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True
211,0,3,202,116,0,1,,,played_stuck_never_evolved,drawn_never_played,1,,,,,3,3,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
212,1,14,230,557,9,3,9:forced_or_chosen_switch;11:forced_or_chosen_switch,,,,5,7,7,7,11,,11,,1,4,4,4,,4,4,6,True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False
213,0,9,330,498,3,7,,,played_then_ko_before_meganium,,3,5,,,,3,3,,2,4,8,8,8,,8,8,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
214,1,12,118,683,5,6,,9:unknown,played_then_ko_before_meganium,,1,,,,,,,,2,4,4,4,,4,4,4,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
215,1,16,312,496,5,4,7:evolve_active_with_bench_available;9:forced_or_chosen_switch;13:forced_or_chosen_switch;15:forced_or_chosen_switch,,,,5,7,7,8,,,,8,8,8,8,8,,8,8,8,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False
216,0,9,634,172,6,4,6:unknown,,,drawn_never_played,1,7,3,3,7,3,3,3,1,,,,,4,4,,True,True,False,True,False,True,True,True,True,False,False,False,False,True,True,False
217,1,10,209,518,5,5,,4:evolve_active_with_bench_available,played_stuck_never_evolved,,3,9,,,,7,7,,1,4,4,4,,4,4,4,False,False,False,False,False,True,True,False,True,True,False,False,False,True,True,True
218,0,13,612,575,4,8,,13:unknown,,,1,13,3,3,13,5,5,3,1,4,8,8,12,8,8,8,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True
219,0,21,869,332,5,10,3:evolve_active_empty_bench,8:evolve_active_with_bench_available,,,1,3,3,3,15,13,13,3,1,8,8,8,,,,16,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
220,0,9,713,498,5,9,,,,,1,7,3,3,7,3,3,3,1,4,8,8,,8,8,8,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,True
221,0,17,559,439,9,10,7:forced_or_chosen_switch;9:forced_or_chosen_switch,,,,1,3,3,3,9,5,5,3,8,14,14,14,16,6,6,14,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True
222,1,18,358,674,10,7,13:forced_or_chosen_switch;15:forced_or_chosen_switch;17:forced_or_chosen_switch,9:unknown,,,1,7,7,7,,,,10,1,4,4,4,12,8,8,10,True,True,False,True,False,False,False,True,True,True,False,True,False,False,False,True
223,0,15,267,199,5,6,,,played_then_ko_before_meganium,played_then_ko_before_meganium,1,3,,,3,11,3,,1,6,,,12,6,6,,True,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False
224,0,6,130,70,0,0,,,played_stuck_never_evolved,drawn_never_played,1,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
225,1,6,247,158,4,1,5:forced_or_chosen_switch,,,played_then_ko_before_meganium,1,3,3,3,,,,,1,,,,,4,4,,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
226,0,11,777,225,1,8,,,,,1,,9,9,,3,3,9,2,6,10,10,8,,8,,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
227,1,8,312,681,4,2,7:evolve_active_with_bench_available,,,,1,,7,7,,,,7,1,4,4,4,,4,4,4,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
228,1,10,312,249,6,1,5:forced_or_chosen_switch;7:forced_or_chosen_switch;9:forced_or_chosen_switch,,,drawn_never_played,3,3,3,3,,,,7,2,,,,,4,4,,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False
229,1,12,431,644,5,5,11:forced_or_chosen_switch,,,,9,9,9,9,,9,9,9,2,6,8,8,8,6,6,8,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False
230,0,11,676,222,3,5,,,,played_stuck_never_evolved,1,5,5,5,,5,5,5,1,4,,,4,,4,,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False
231,1,4,70,416,3,2,3:evolve_active_empty_bench,,,,1,3,3,,,,,,2,4,4,4,,4,4,4,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False
232,1,12,389,764,9,3,9:forced_or_chosen_switch;11:forced_or_chosen_switch,,,,3,7,7,7,11,7,7,8,4,4,4,4,,4,4,6,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False
233,1,16,533,632,7,7,,,,,1,3,15,15,,13,13,15,2,4,14,14,10,8,8,14,False,True,False,False,False,True,True,True,True,True,False,False,False,True,False,True
234,0,9,797,194,4,3,,,,drawn_never_played,1,3,5,5,5,3,3,5,,,,,,4,4,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
235,0,13,514,194,4,4,,,,played_then_ko_before_meganium,3,9,9,9,,5,5,9,1,,,,,8,8,,True,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False
236,1,10,312,253,6,0,7:forced_or_chosen_switch;9:forced_or_chosen_switch,,,played_stuck_never_evolved,3,7,5,5,,3,3,9,2,,,,,4,4,,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False
237,1,12,377,476,6,3,,,,,1,3,9,9,,5,5,9,1,8,8,8,,8,8,8,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False
238,1,10,560,501,7,9,,,,,1,3,3,3,7,5,5,3,1,8,8,8,,4,4,8,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True
239,0,13,747,367,7,6,,11:unknown,,,1,3,5,5,7,7,7,7,1,8,8,8,,4,4,8,False,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True
240,0,7,787,156,5,3,,,,played_then_ko_before_meganium,1,3,3,3,7,3,3,3,2,,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
241,1,4,30,480,1,2,,,drawn_never_played,,,,,,,,,,1,4,4,4,,4,4,4,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
242,0,13,619,436,7,5,,,,,1,3,5,5,7,9,7,7,1,4,12,12,,8,8,12,True,True,False,False,False,True,False,True,True,True,False,False,False,True,True,True
243,1,10,183,641,5,5,,,played_then_ko_before_meganium,,1,5,,,,3,3,,4,4,6,6,,4,4,6,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False
244,0,11,719,272,5,6,,,,played_then_ko_before_meganium,1,3,5,5,7,3,3,5,2,4,,,,4,4,,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False
245,0,9,239,160,1,5,,,played_stuck_never_evolved,played_then_ko_before_meganium,1,7,,,,3,3,,2,4,,,,,,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
246,1,10,315,831,8,5,9:forced_or_chosen_switch,,,,1,3,5,5,,3,3,9,1,4,4,4,,4,4,4,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False
247,1,16,486,607,8,4,7:forced_or_chosen_switch;11:forced_or_chosen_switch,,,,1,5,5,5,11,11,11,15,2,4,16,16,6,12,6,16,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False
248,0,19,296,170,2,4,,4:evolve_active_with_bench_available;18:forced_or_chosen_switch,drawn_never_played,,1,5,,,17,19,17,,1,4,4,4,,,,,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False
249,0,3,369,86,2,1,,,,never_drawn,1,3,3,3,,3,3,3,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
